FW_id|FW_name|source_zone|dest_zone|insert_time 
220|HHT9603.CLOUD.PRI.01|null|null|2024-06-07 10:21:58
235|HLC9106.CLOUD.CP15600.FWPUB.03|null|null|2024-06-07 10:21:58
17|HLC9102_MAIL_FW01|To_Intranet.Zone|To_Mail.Private.Zone|2024-06-07 10:21:58
262|HLC9106.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:21:58
33|HLC9106.IT.FG1500.FWPUB.02|IPBN_ZONE|APP_VAS_PUB_ZONE|2024-06-07 10:21:58
218|HHT9603.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
228|HLC9106.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:21:58
12|HLC105F800CFWSIRC01|To_Intranet|To_SIRC|2024-06-07 10:21:58
221|HHT9603.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
256|SPHL08FIREWALL02|null|null|2024-06-07 10:21:58
229|HHT9603.DATA.PUB|null|null|2024-06-07 10:21:58
214|DCN|null|null|2024-06-07 10:21:58
16|PVN102DCN_NMS_FW01|ZONE_DCN|ZONE_NMS|2024-06-07 10:21:58
260|HLC9106.IT.CP15600.PRI.FW01|null|null|2024-06-07 10:21:58
243|HLC9106.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
251|VSX_MPBN|null|null|2024-06-07 10:21:58
220|HHT9603.CLOUD.PRI.01|null|null|2024-06-07 10:21:58
258|HLC9106.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:21:58
60|EVN.AMIONE.HNI.FW01|null|To_Zone_LB|2024-06-07 10:21:58
262|HLC9106.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:21:58
211|HHT9603.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:21:58
40|PDL103INTRANET.VPN.FW.01|THITRUONG|INTRANET_VNM|2024-06-07 10:21:58
213|HHT9603.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:21:58
263|HLC9106.VAS.CLUSTER-1|null|null|2024-06-07 10:21:58
246|HLC9106.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
33|HLC9106.IT.FG1500.FWPUB.02|APP_VAS_PUB_ZONE|IPBN_ZONE|2024-06-07 10:21:58
238|HLC9106.CLOUD.PUB.0304|null|null|2024-06-07 10:21:58
253|vOCS3.0.INTRANET.GVM|null|null|2024-06-07 10:21:58
210|HHT9603.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:21:58
207|HHT9603.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
249|PARTNER|null|null|2024-06-07 10:21:58
61|PVN_VIETTEL_CA_INTERNAL_NEW|UPLINK_INTRANET|MANAGEMENT|2024-06-07 10:21:58
32|HLC9106.IT.FG1500.FWPUB.01|APP_VAS_PUB_ZONE|IPBN_ZONE|2024-06-07 10:21:58
237|HLC9106.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
233|HLC9106.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
228|HLC9106.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:21:58
261|HLC9106.IT.CP15600.PRI.FW02|null|null|2024-06-07 10:21:58
248|HLC9106.PUB.CLUSTER-1|null|null|2024-06-07 10:21:58
232|HLC9102IT.CP13500.VAS.FW01|null|null|2024-06-07 10:21:58
241|HLC9106.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
235|HLC9106.CLOUD.CP15600.FWPUB.03|null|null|2024-06-07 10:21:58
226|HHT9604.CLOUD.CP13500.FWTEST.01|null|null|2024-06-07 10:21:58
234|HLC9106.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:21:58
230|HLC9102.VAS.PRI.CLUSTER|null|null|2024-06-07 10:21:58
223|HHT9603.DATA.PRI|null|null|2024-06-07 10:21:58
236|HLC9106.CLOUD.CP15600.FWPUB.04|null|null|2024-06-07 10:21:58
217|HHT9603.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:21:58
30|HLC9106.IT.FG1500.FWVAS.01|APP_MPBN_VAS_ZONE|MPBN_VAS|2024-06-07 10:21:58
245|HLC9106.DATA.PUB.CLUSTER-1|null|null|2024-06-07 10:21:58
242|HLC9106.CLOUD.PRI.CLUSTER-1|null|null|2024-06-07 10:21:58
244|HLC9106.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
222|HHT9603.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
231|HLC9102IT.CP13500.VAS.FW02|null|null|2024-06-07 10:21:58
52|PVN104BANK_FW01|ZONE_INTRANET|ZONE_MERCHANT|2024-06-07 10:21:58
17|HLC9102_MAIL_FW01|To_Mail.Private.Zone|To_Intranet.Zone|2024-06-07 10:21:58
252|SPGM01DRFIREWALL01|null|null|2024-06-07 10:21:58
224|HHT9603.CLOUD.PRI.02|null|null|2024-06-07 10:21:58
212|CLOUD.VSX|null|null|2024-06-07 10:21:58
215|HHT9603.CLOUD.PUB|null|null|2024-06-07 10:21:58
9|GVM9105.FG240D.VAS.FW01|null|null|2024-06-07 10:21:58
57|BDG-VDI-FG800C-01|null|DCN_Intranet|2024-06-07 10:21:58
254|SPGM01DRFIREWALL02|null|null|2024-06-07 10:21:58
250|IPBN|null|null|2024-06-07 10:21:58
206|HHT9603.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
225|HHT9604.CLOUD.CP13500.FWTEST.02|null|null|2024-06-07 10:21:58
240|HLC9106.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
12|HLC105F800CFWSIRC01|To_Intranet|To_SIRC|2024-06-07 10:21:58
218|HHT9603.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
216|HHT9603.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
259|HLC9106IT.PRI.CP15600.PRI|null|null|2024-06-07 10:21:58
55|PVN9105FW1200D_CP_PUB_01|INTERNET|VAS-CP|2024-06-07 10:21:58
239|HLC9106.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
255|SPHL08FIREWALL01|null|null|2024-06-07 10:21:58
219|HHT9603.CLOUD.VAS|null|null|2024-06-07 10:21:58
227|HHT9604.CLOUD.FWTEST|null|null|2024-06-07 10:21:58
208|HHT9603.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
257|vOCS3.0.INTRANET|null|null|2024-06-07 10:21:58
247|HLC9106.DATA.PRI.CLUSTER-1|null|null|2024-06-07 10:21:58
205|HHT9603.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
250|IPBN|null|null|2024-06-07 10:21:58
254|SPGM01DRFIREWALL02|null|null|2024-06-07 10:21:58
206|HHT9603.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
262|HLC9106.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:21:58
246|HLC9106.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
227|HHT9604.CLOUD.FWTEST|null|null|2024-06-07 10:21:58
253|vOCS3.0.INTRANET.GVM|null|null|2024-06-07 10:21:58
52|PVN104BANK_FW01|ZONE_INTRANET|ZONE_MERCHANT|2024-06-07 10:21:58
233|HLC9106.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
32|HLC9106.IT.FG1500.FWPUB.01|APP_VAS_PUB_ZONE|IPBN_ZONE|2024-06-07 10:21:58
218|HHT9603.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
260|HLC9106.IT.CP15600.PRI.FW01|null|null|2024-06-07 10:21:58
258|HLC9106.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:21:58
57|BDG-VDI-FG800C-01|null|null|2024-06-07 10:21:58
244|HLC9106.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
237|HLC9106.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
223|HHT9603.DATA.PRI|null|null|2024-06-07 10:21:58
226|HHT9604.CLOUD.CP13500.FWTEST.01|null|null|2024-06-07 10:21:58
210|HHT9603.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:21:58
259|HLC9106IT.PRI.CP15600.PRI|null|null|2024-06-07 10:21:58
241|HLC9106.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
212|CLOUD.VSX|null|null|2024-06-07 10:21:58
220|HHT9603.CLOUD.PRI.01|null|null|2024-06-07 10:21:58
217|HHT9603.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:21:58
30|HLC9106.IT.FG1500.FWVAS.01|MPBN_VAS|APP_MPBN_VAS_ZONE|2024-06-07 10:21:58
216|HHT9603.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
44|T6HLC_KGM|null|null|2024-06-07 10:21:58
225|HHT9604.CLOUD.CP13500.FWTEST.02|null|null|2024-06-07 10:21:58
257|vOCS3.0.INTRANET|null|null|2024-06-07 10:21:58
230|HLC9102.VAS.PRI.CLUSTER|null|null|2024-06-07 10:21:58
261|HLC9106.IT.CP15600.PRI.FW02|null|null|2024-06-07 10:21:58
214|DCN|null|null|2024-06-07 10:21:58
231|HLC9102IT.CP13500.VAS.FW02|null|null|2024-06-07 10:21:58
242|HLC9106.CLOUD.PRI.CLUSTER-1|null|null|2024-06-07 10:21:58
243|HLC9106.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
239|HLC9106.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
236|HLC9106.CLOUD.CP15600.FWPUB.04|null|null|2024-06-07 10:21:58
208|HHT9603.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
219|HHT9603.CLOUD.VAS|null|null|2024-06-07 10:21:58
255|SPHL08FIREWALL01|null|null|2024-06-07 10:21:58
234|HLC9106.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:21:58
221|HHT9603.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
263|HLC9106.VAS.CLUSTER-1|null|null|2024-06-07 10:21:58
245|HLC9106.DATA.PUB.CLUSTER-1|null|null|2024-06-07 10:21:58
205|HHT9603.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
238|HLC9106.CLOUD.PUB.0304|null|null|2024-06-07 10:21:58
207|HHT9603.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
247|HLC9106.DATA.PRI.CLUSTER-1|null|null|2024-06-07 10:21:58
222|HHT9603.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:21:58
215|HHT9603.CLOUD.PUB|null|null|2024-06-07 10:21:58
17|HLC9102_MAIL_FW01|To_Mail.Pub.Zone|To_Internet.Zone|2024-06-07 10:21:58
33|HLC9106.IT.FG1500.FWPUB.02|APP_VAS_PUB_ZONE|IPBN_ZONE|2024-06-07 10:21:58
211|HHT9603.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:21:58
55|PVN9105FW1200D_CP_PUB_01|VAS-CP|INTERNET|2024-06-07 10:21:58
228|HLC9106.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:21:58
249|PARTNER|null|null|2024-06-07 10:21:58
256|SPHL08FIREWALL02|null|null|2024-06-07 10:21:58
12|HLC105F800CFWSIRC01|To_Intranet|To_SIRC|2024-06-07 10:21:58
235|HLC9106.CLOUD.CP15600.FWPUB.03|null|null|2024-06-07 10:21:58
240|HLC9106.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:21:58
224|HHT9603.CLOUD.PRI.02|null|null|2024-06-07 10:21:58
229|HHT9603.DATA.PUB|null|null|2024-06-07 10:21:58
252|SPGM01DRFIREWALL01|null|null|2024-06-07 10:21:58
61|PVN_VIETTEL_CA_INTERNAL_NEW|UPLINK_INTRANET|MANAGEMENT|2024-06-07 10:21:58
213|HHT9603.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:21:58
232|HLC9102IT.CP13500.VAS.FW01|null|null|2024-06-07 10:21:58
251|VSX_MPBN|null|null|2024-06-07 10:21:58
248|HLC9106.PUB.CLUSTER-1|null|null|2024-06-07 10:21:58
211|HHT9603.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:21:58
33|HLC9106.IT.FG1500.FWPUB.02|IPBN_ZONE|APP_VAS_PUB_ZONE|2024-06-07 10:21:58
213|HHT9603.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:21:58
205|HHT9603.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:21:58
30|HLC9106.IT.FG1500.FWVAS.01|MPBN_VAS|APP_MPBN_VAS_ZONE|2024-06-07 10:21:58
256|SPHL08FIREWALL02|null|null|2024-06-07 10:21:58
17|HLC9102_MAIL_FW01|To_Mail.Private.Zone|To_Intranet.Zone|2024-06-07 10:21:58
245|HLC9106.DATA.PUB.CLUSTER-1|null|null|2024-06-07 10:21:58
208|HHT9603.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:21:58
247|HLC9106.DATA.PRI.CLUSTER-1|null|null|2024-06-07 10:21:58
61|PVN_VIETTEL_CA_INTERNAL_NEW|DMZ_DCN|UPLINK_INTRANET|2024-06-07 10:21:58
219|HHT9603.CLOUD.VAS|null|null|2024-06-07 10:22:13
30|HLC9106.IT.FG1500.FWVAS.01|MPBN_VAS|APP_MPBN_VAS_ZONE|2024-06-07 10:22:13
255|SPHL08FIREWALL01|null|null|2024-06-07 10:22:13
223|HHT9603.DATA.PRI|null|null|2024-06-07 10:22:13
210|HHT9603.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:22:13
215|HHT9603.CLOUD.PUB|null|null|2024-06-07 10:22:13
230|HLC9102.VAS.PRI.CLUSTER|null|null|2024-06-07 10:22:13
243|HLC9106.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
240|HLC9106.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
61|PVN_VIETTEL_CA_INTERNAL_NEW|DMZ_DCN|UPLINK_INTRANET|2024-06-07 10:22:13
208|HHT9603.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
218|HHT9603.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
241|HLC9106.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
247|HLC9106.DATA.PRI.CLUSTER-1|null|null|2024-06-07 10:22:13
237|HLC9106.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
235|HLC9106.CLOUD.CP15600.FWPUB.03|null|null|2024-06-07 10:22:13
233|HLC9106.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
259|HLC9106IT.PRI.CP15600.PRI|null|null|2024-06-07 10:22:13
214|DCN|null|null|2024-06-07 10:22:13
17|HLC9102_MAIL_FW01|To_Mail.Private.Zone|To_Intranet.Zone|2024-06-07 10:22:13
32|HLC9106.IT.FG1500.FWPUB.01|IPBN_ZONE|APP_VAS_PUB_ZONE|2024-06-07 10:22:13
236|HLC9106.CLOUD.CP15600.FWPUB.04|null|null|2024-06-07 10:22:13
57|BDG-VDI-FG800C-01|null|null|2024-06-07 10:22:13
242|HLC9106.CLOUD.PRI.CLUSTER-1|null|null|2024-06-07 10:22:13
228|HLC9106.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:22:13
220|HHT9603.CLOUD.PRI.01|null|null|2024-06-07 10:22:13
258|HLC9106.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:22:13
256|SPHL08FIREWALL02|null|null|2024-06-07 10:22:13
225|HHT9604.CLOUD.CP13500.FWTEST.02|null|null|2024-06-07 10:22:13
205|HHT9603.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
251|VSX_MPBN|null|null|2024-06-07 10:22:13
216|HHT9603.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
246|HLC9106.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
245|HLC9106.DATA.PUB.CLUSTER-1|null|null|2024-06-07 10:22:13
261|HLC9106.IT.CP15600.PRI.FW02|null|null|2024-06-07 10:22:13
213|HHT9603.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:22:13
253|vOCS3.0.INTRANET.GVM|null|null|2024-06-07 10:22:13
211|HHT9603.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:22:13
257|vOCS3.0.INTRANET|null|null|2024-06-07 10:22:13
248|HLC9106.PUB.CLUSTER-1|null|null|2024-06-07 10:22:13
244|HLC9106.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
254|SPGM01DRFIREWALL02|null|null|2024-06-07 10:22:13
260|HLC9106.IT.CP15600.PRI.FW01|null|null|2024-06-07 10:22:13
227|HHT9604.CLOUD.FWTEST|null|null|2024-06-07 10:22:13
252|SPGM01DRFIREWALL01|null|null|2024-06-07 10:22:13
33|HLC9106.IT.FG1500.FWPUB.02|IPBN_ZONE|APP_VAS_PUB_ZONE|2024-06-07 10:22:13
212|CLOUD.VSX|null|null|2024-06-07 10:22:13
224|HHT9603.CLOUD.PRI.02|null|null|2024-06-07 10:22:13
229|HHT9603.DATA.PUB|null|null|2024-06-07 10:22:13
226|HHT9604.CLOUD.CP13500.FWTEST.01|null|null|2024-06-07 10:22:13
206|HHT9603.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
207|HHT9603.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
231|HLC9102IT.CP13500.VAS.FW02|null|null|2024-06-07 10:22:13
263|HLC9106.VAS.CLUSTER-1|null|null|2024-06-07 10:22:13
61|PVN_VIETTEL_CA_INTERNAL_NEW|ROOTKEY|UPLINK_INTRANET|2024-06-07 10:22:13
241|HLC9106.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
225|HHT9604.CLOUD.CP13500.FWTEST.02|null|null|2024-06-07 10:22:13
256|SPHL08FIREWALL02|null|null|2024-06-07 10:22:13
30|HLC9106.IT.FG1500.FWVAS.01|APP_MPBN_VAS_ZONE|MPBN_VAS|2024-06-07 10:22:13
240|HLC9106.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
17|HLC9102_MAIL_FW01|To_Internet.Zone|To_Mail.Pub.Zone|2024-06-07 10:22:13
245|HLC9106.DATA.PUB.CLUSTER-1|null|null|2024-06-07 10:22:13
218|HHT9603.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
257|vOCS3.0.INTRANET|null|null|2024-06-07 10:22:13
235|HLC9106.CLOUD.CP15600.FWPUB.03|null|null|2024-06-07 10:22:13
212|CLOUD.VSX|null|null|2024-06-07 10:22:13
227|HHT9604.CLOUD.FWTEST|null|null|2024-06-07 10:22:13
210|HHT9603.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:22:13
224|HHT9603.CLOUD.PRI.02|null|null|2024-06-07 10:22:13
45|T2HLC_KGM|null|null|2024-06-07 10:22:13
252|SPGM01DRFIREWALL01|null|null|2024-06-07 10:22:13
261|HLC9106.IT.CP15600.PRI.FW02|null|null|2024-06-07 10:22:13
217|HHT9603.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:22:13
234|HLC9106.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:22:13
16|PVN102DCN_NMS_FW01|ZONE_DCN|ZONE_NMS|2024-06-07 10:22:13
258|HLC9106.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:22:13
57|BDG-VDI-FG800C-01|null|null|2024-06-07 10:22:13
236|HLC9106.CLOUD.CP15600.FWPUB.04|null|null|2024-06-07 10:22:13
259|HLC9106IT.PRI.CP15600.PRI|null|null|2024-06-07 10:22:13
230|HLC9102.VAS.PRI.CLUSTER|null|null|2024-06-07 10:22:13
254|SPGM01DRFIREWALL02|null|null|2024-06-07 10:22:13
226|HHT9604.CLOUD.CP13500.FWTEST.01|null|null|2024-06-07 10:22:13
246|HLC9106.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
205|HHT9603.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
231|HLC9102IT.CP13500.VAS.FW02|null|null|2024-06-07 10:22:13
232|HLC9102IT.CP13500.VAS.FW01|null|null|2024-06-07 10:22:13
206|HHT9603.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
32|HLC9106.IT.FG1500.FWPUB.01|APP_VAS_PUB_ZONE|IPBN_ZONE|2024-06-07 10:22:13
33|HLC9106.IT.FG1500.FWPUB.02|APP_VAS_PUB_ZONE|IPBN_ZONE|2024-06-07 10:22:13
228|HLC9106.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:22:13
220|HHT9603.CLOUD.PRI.01|null|null|2024-06-07 10:22:13
247|HLC9106.DATA.PRI.CLUSTER-1|null|null|2024-06-07 10:22:13
208|HHT9603.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
233|HLC9106.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
214|DCN|null|null|2024-06-07 10:22:13
239|HLC9106.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
253|vOCS3.0.INTRANET.GVM|null|null|2024-06-07 10:22:13
243|HLC9106.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
244|HLC9106.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
211|HHT9603.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:22:13
242|HLC9106.CLOUD.PRI.CLUSTER-1|null|null|2024-06-07 10:22:13
219|HHT9603.CLOUD.VAS|null|null|2024-06-07 10:22:13
215|HHT9603.CLOUD.PUB|null|null|2024-06-07 10:22:13
251|VSX_MPBN|null|null|2024-06-07 10:22:13
260|HLC9106.IT.CP15600.PRI.FW01|null|null|2024-06-07 10:22:13
255|SPHL08FIREWALL01|null|null|2024-06-07 10:22:13
223|HHT9603.DATA.PRI|null|null|2024-06-07 10:22:13
213|HHT9603.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:22:13
12|HLC105F800CFWSIRC01|To_Intranet|To_SIRC|2024-06-07 10:22:13
229|HHT9603.DATA.PUB|null|null|2024-06-07 10:22:13
238|HLC9106.CLOUD.PUB.0304|null|null|2024-06-07 10:22:13
207|HHT9603.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
222|HHT9603.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
262|HLC9106.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:22:13
216|HHT9603.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
221|HHT9603.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
237|HLC9106.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
248|HLC9106.PUB.CLUSTER-1|null|null|2024-06-07 10:22:13
227|HHT9604.CLOUD.FWTEST|null|null|2024-06-07 10:22:13
248|HLC9106.PUB.CLUSTER-1|null|null|2024-06-07 10:22:13
234|HLC9106.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:22:13
251|VSX_MPBN|null|null|2024-06-07 10:22:13
261|HLC9106.IT.CP15600.PRI.FW02|null|null|2024-06-07 10:22:13
247|HLC9106.DATA.PRI.CLUSTER-1|null|null|2024-06-07 10:22:13
236|HLC9106.CLOUD.CP15600.FWPUB.04|null|null|2024-06-07 10:22:13
61|PVN_VIETTEL_CA_INTERNAL_NEW|SECURITY|UPLINK_INTRANET|2024-06-07 10:22:13
240|HLC9106.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
205|HHT9603.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
32|HLC9106.IT.FG1500.FWPUB.01|IPBN_ZONE|APP_VAS_PUB_ZONE|2024-06-07 10:22:13
30|HLC9106.IT.FG1500.FWVAS.01|APP_MPBN_VAS_ZONE|MPBN_VAS|2024-06-07 10:22:13
219|HHT9603.CLOUD.VAS|null|null|2024-06-07 10:22:13
231|HLC9102IT.CP13500.VAS.FW02|null|null|2024-06-07 10:22:13
232|HLC9102IT.CP13500.VAS.FW01|null|null|2024-06-07 10:22:13
233|HLC9106.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
12|HLC105F800CFWSIRC01|To_Intranet|To_SIRC|2024-06-07 10:22:13
235|HLC9106.CLOUD.CP15600.FWPUB.03|null|null|2024-06-07 10:22:13
221|HHT9603.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
238|HLC9106.CLOUD.PUB.0304|null|null|2024-06-07 10:22:13
213|HHT9603.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:22:13
216|HHT9603.DATA.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
17|HLC9102_MAIL_FW01|To_Mail.Pub.Zone|To_Internet.Zone|2024-06-07 10:22:13
229|HHT9603.DATA.PUB|null|null|2024-06-07 10:22:13
217|HHT9603.CLOUD.CP15600.FWVAS.02|null|null|2024-06-07 10:22:13
206|HHT9603.CLOUD.CP15600.FWPUB.01|null|null|2024-06-07 10:22:13
223|HHT9603.DATA.PRI|null|null|2024-06-07 10:22:13
256|SPHL08FIREWALL02|null|null|2024-06-07 10:22:13
243|HLC9106.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
57|BDG-VDI-FG800C-01|null|null|2024-06-07 10:22:13
40|PDL103INTRANET.VPN.FW.01|INTRANET_VNM|THITRUONG|2024-06-07 10:22:13
214|DCN|null|null|2024-06-07 10:22:13
215|HHT9603.CLOUD.PUB|null|null|2024-06-07 10:22:13
245|HLC9106.DATA.PUB.CLUSTER-1|null|null|2024-06-07 10:22:13
246|HLC9106.DATA.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
208|HHT9603.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
237|HLC9106.CLOUD.CP15600.FWPRI.02|null|null|2024-06-07 10:22:13
222|HHT9603.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
252|SPGM01DRFIREWALL01|null|null|2024-06-07 10:22:13
207|HHT9603.CLOUD.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
255|SPHL08FIREWALL01|null|null|2024-06-07 10:22:13
220|HHT9603.CLOUD.PRI.01|null|null|2024-06-07 10:22:13
211|HHT9603.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:22:13
257|vOCS3.0.INTRANET|null|null|2024-06-07 10:22:13
259|HLC9106IT.PRI.CP15600.PRI|null|null|2024-06-07 10:22:13
263|HLC9106.VAS.CLUSTER-1|null|null|2024-06-07 10:22:13
258|HLC9106.CLOUD.CP15600.FWVAS.01|null|null|2024-06-07 10:22:13
239|HLC9106.DATA.CP15600.FWPRI.01|null|null|2024-06-07 10:22:13
254|SPGM01DRFIREWALL02|null|null|2024-06-07 10:22:13
212|CLOUD.VSX|null|null|2024-06-07 10:22:13
253|vOCS3.0.INTRANET.GVM|null|null|2024-06-07 10:22:13
226|HHT9604.CLOUD.CP13500.FWTEST.01|null|null|2024-06-07 10:22:13
9|GVM9105.FG240D.VAS.FW01|null|null|2024-06-07 10:22:13
228|HLC9106.CLOUD.CP15600.FWPRI.03|null|null|2024-06-07 10:22:13
225|HHT9604.CLOUD.CP13500.FWTEST.02|null|null|2024-06-07 10:22:13
218|HHT9603.DATA.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
241|HLC9106.CLOUD.CP15600.FWPUB.02|null|null|2024-06-07 10:22:13
210|HHT9603.CLOUD.CP15600.FWPRI.04|null|null|2024-06-07 10:22:13
230|HLC9102.VAS.PRI.CLUSTER|null|null|2024-06-07 10:22:13
